Contour Area,Mean,Blinking,Emotion,Music
317.5,30.20355,0,5,1
351.0,31.557552,0,5,1
382.0,32.841385,1,5,1
361.0,32.234406,1,5,1
381.0,31.93838,1,5,1
306.0,32.51404,0,5,1
304.0,32.191936,1,5,1
351.5,31.876612,0,5,1
312.0,32.210133,1,5,1
376.0,31.923529,0,5,1
337.0,32.473507,0,5,1
312.0,32.20708,1,5,1
383.0,32.466267,1,5,1
337.0,33.51636,0,5,1
335.0,34.55432,1,5,1
304.0,33.966805,1,5,1
374.0,33.720055,0,5,1
393.0,34.25007,1,5,1
340.0,33.9818,0,5,1
306.0,33.703648,0,5,1
376.0,33.414234,0,5,1
342.5,33.129898,0,5,1
317.5,32.861256,0,5,1
399.0,33.112923,0,5,1
323.0,32.56829,0,5,1
323.0,32.038235,0,5,1
399.0,33.021397,1,5,1
374.0,33.521267,1,5,1
335.0,33.521267,1,5,1
399.0,33.521267,1,5,1
323.0,33.521267,0,5,1
338.0,33.521267,0,5,1
362.0,33.744614,1,5,1
387.5,34.670517,1,5,1
335.0,34.155693,0,5,1
368.0,33.67033,1,5,1
399.0,33.4278,0,5,1
323.0,34.347736,0,5,1
306.0,34.771687,0,5,1
317.5,34.973804,1,5,1
376.0,34.729385,1,5,1
387.5,34.259197,1,5,1
345.0,35.09507,0,5,1
304.0,34.620754,0,5,1
317.5,34.397324,1,5,1
317.5,34.98613,1,5,1
399.0,34.546913,0,5,1
387.0,34.116467,0,5,1
312.0,34.882774,0,5,1
335.0,35.25536,1,5,1
323.0,35.411983,1,5,1
312.0,34.987007,0,5,1
304.0,34.987007,1,5,1
376.0,34.987007,1,5,1
323.0,34.987007,1,5,1
323.0,34.987007,0,5,1
383.0,34.987007,0,5,1
337.0,34.987007,1,5,1
399.0,34.987007,1,5,1
399.0,34.987007,1,5,1
317.5,34.987007,0,5,1
306.0,34.987007,1,3,1
376.0,34.987007,1,5,1
345.0,34.987007,0,3,1
356.0,34.987007,0,3,1
317.5,34.987007,0,3,1
387.0,34.987007,0,3,1
317.0,34.987007,0,3,1
362.0,34.987007,1,3,1
323.0,34.987007,0,3,1
376.0,34.987007,1,3,1
375.0,34.987007,1,3,1
335.0,34.987007,1,3,1
323.0,34.987007,1,3,1
304.0,34.987007,0,3,1
368.0,34.987007,1,5,1
304.0,34.987007,1,5,1
306.0,34.987007,1,5,1
318.0,34.987007,0,5,1
387.5,34.987007,1,3,1
317.5,34.987007,1,3,1
368.0,34.987007,0,3,1
383.0,34.987007,0,3,1
362.0,34.987007,0,3,1
382.0,34.987007,0,3,1
306.0,34.987007,0,3,1
399.0,34.987007,1,3,1
370.0,34.987007,0,3,1
351.5,34.987007,1,5,1
323.0,34.987007,1,5,1
323.0,34.987007,1,3,1
317.5,34.987007,1,3,1
317.0,34.987007,0,3,1
317.5,34.987007,1,3,1
387.5,34.987007,0,3,1
399.0,34.987007,0,3,1
310.0,34.811367,0,3,1
399.0,34.811367,1,3,1
399.0,34.811367,1,3,1
383.0,34.811367,1,3,1
317.5,35.207592,0,3,1
312.0,35.00027,1,3,1
380.0,34.79905,0,3,1
317.5,34.594204,0,3,1
304.0,34.394325,0,3,1
335.0,34.394325,1,3,1
393.0,34.394325,1,3,1
331.0,34.394325,1,3,1
321.0,34.394325,1,3,1
304.0,34.394325,1,3,1
317.5,34.394325,1,3,1
314.5,34.394325,1,3,1
304.0,34.394325,0,3,1
387.0,34.394325,1,3,1
356.0,34.394325,1,3,1
381.0,34.394325,0,3,1
349.0,34.394325,1,3,1
304.0,34.394325,1,3,1
368.0,34.394325,0,3,1
304.0,34.394325,0,3,1
375.5,34.394325,0,3,1
317.5,34.18837,0,3,1
357.0,34.335762,0,3,1
317.0,34.133785,0,3,1
374.0,34.466465,1,3,1
351.5,34.62544,1,3,1
383.0,34.246864,1,3,1
317.5,34.246864,1,3,1
317.0,34.246864,1,3,1
381.0,34.08866,1,3,1
356.0,33.762222,1,3,1
377.0,34.41537,0,3,1
381.5,34.044952,0,3,1
310.0,33.901592,1,3,1
335.0,33.901592,0,5,1
387.5,33.901592,1,5,1
306.0,33.901592,1,5,1
312.0,33.901592,0,5,1
381.5,33.901592,0,5,1
320.0,33.58495,1,5,1
357.0,33.238663,1,5,1
306.0,33.892334,0,5,1
387.0,33.721397,1,5,1
331.0,34.031784,1,5,1
317.5,33.884903,1,5,1
317.5,33.884903,1,5,1
387.5,33.884903,1,3,1
323.0,33.884903,0,5,1
306.0,34.03872,1,5,1
387.5,34.661205,0,5,1
387.5,35.276215,1,5,1
306.0,35.89856,0,5,1
320.0,36.5184,0,5,1
314.5,36.176235,0,5,1
387.5,36.791153,0,5,1
382.0,37.39905,0,3,1
351.5,37.70346,1,3,1
387.5,37.838158,1,3,1
398.0,37.494205,1,3,1
387.5,37.61283,1,3,1
390.0,37.61283,1,3,1
323.0,37.61283,1,3,1
318.5,37.61283,1,3,1
345.0,37.46184,0,3,1
312.0,37.32885,0,3,1
387.5,37.447334,1,3,1
335.0,37.117493,1,3,1
382.0,36.81074,0,3,1
335.0,36.51361,1,3,1
317.5,36.205833,0,3,1
317.5,36.760586,0,3,1
380.0,37.318592,0,3,1
335.0,37.0104,0,3,1
362.0,36.70569,1,3,1
335.0,36.571762,1,3,1
304.0,36.287987,1,3,1
306.0,36.554565,1,3,1
399.0,36.41944,0,3,1
335.0,36.281445,0,3,1
335.0,36.41165,1,3,1
306.0,36.143845,0,3,1
387.5,35.86596,0,3,1
304.0,35.58993,1,3,1
399.0,35.319233,1,3,1
383.0,35.049576,1,3,1
380.0,34.784145,0,3,1
304.0,34.522846,0,3,1
337.0,34.26172,0,3,1
323.0,34.00684,0,3,1
335.0,33.760536,0,3,1
331.0,33.517952,0,3,1
399.0,33.277477,1,3,1
399.0,33.039032,0,5,1
399.0,32.817307,1,3,1
387.5,32.584213,0,3,1
399.0,33.07089,0,3,1
399.0,33.53973,0,3,1
368.0,33.31408,1,3,1
362.0,33.08053,0,3,1
387.5,32.85527,0,3,1
354.5,32.632557,1,3,1
323.0,32.413563,0,3,1
351.0,32.199036,0,5,1
338.0,32.091454,1,3,1
399.0,32.3181,1,3,1
311.5,32.43204,0,3,1
317.5,32.65166,1,3,1
376.0,32.547756,1,3,1
399.0,32.447933,1,3,1
304.0,32.35681,1,3,1
306.0,32.26247,1,3,1
399.0,32.166626,0,3,1
348.0,32.062737,1,3,1
399.0,31.966722,1,3,1
399.0,31.966722,0,3,1
304.0,31.868277,0,3,1
304.0,31.767769,0,3,1
323.0,31.767769,0,3,1
376.0,31.767769,1,3,1
348.0,31.767769,1,3,1
323.0,31.767769,1,3,1
399.0,31.666561,1,3,1
377.0,31.666561,0,3,1
323.0,31.666561,0,3,1
306.0,31.666561,1,3,1
335.0,31.666561,0,3,1
304.0,31.666561,0,3,1
304.0,31.582409,0,3,1
366.0,31.582409,0,3,1
399.0,31.582409,0,3,1
335.0,31.505342,0,3,1
368.0,31.505342,1,3,1
370.0,31.505342,0,3,1
368.0,31.505342,1,3,1
342.5,31.505342,0,3,1
338.0,31.505342,0,3,1
321.0,31.505342,0,3,1
383.0,31.505342,0,3,1
348.0,31.505342,0,3,1
383.0,31.505342,1,3,1
306.0,31.505342,0,5,1
348.0,31.505342,0,3,1
342.5,31.505342,1,5,1
387.5,31.505342,1,5,1
351.0,31.505342,1,5,1
323.0,31.505342,1,5,1
383.0,31.505342,1,5,1
338.0,31.623373,0,5,1
323.0,31.525608,0,5,1
320.0,31.727156,0,5,1
306.0,31.832865,0,5,1
382.0,31.633291,1,3,1
323.0,31.437555,1,3,1
317.0,31.63203,1,3,1
337.0,31.728535,0,5,1
306.0,31.533964,1,3,1
323.0,31.173197,1,3,1
339.0,31.173197,0,3,1
337.0,31.173197,0,3,1
335.0,31.077574,1,3,1
399.0,31.077574,0,3,1
343.0,31.077574,1,3,1
304.0,31.077574,0,3,1
337.0,31.077574,1,3,1
323.0,31.077574,0,3,1
357.0,31.077574,0,3,1
342.5,31.077574,1,3,1
383.0,31.077574,1,5,1
323.0,31.077574,0,5,1
323.0,31.077574,1,5,1
380.0,30.899206,0,5,1
338.0,31.091064,1,3,1
356.5,31.091064,0,3,1
311.5,31.091064,0,3,1
317.5,31.091064,1,3,1
323.0,31.091064,1,3,1
306.0,31.117128,0,5,1
317.5,31.027494,0,5,1
374.0,31.119112,0,5,1
368.0,30.94194,0,5,1
399.0,30.85776,0,5,1
337.0,30.684351,1,5,1
323.0,31.060396,1,5,1
383.0,31.242441,0,5,1
304.0,31.15648,1,5,1
310.0,31.071014,0,5,1
399.0,30.98485,0,5,1
335.0,30.89918,0,5,1
368.0,30.813997,1,5,1
323.0,30.729301,0,5,1
399.0,30.821362,1,5,1
399.0,30.993942,0,5,1
304.0,30.993942,0,5,1
383.0,30.910852,1,5,1
304.0,30.910852,0,5,1
338.0,30.910852,1,3,1
319.0,30.910852,0,5,1
376.5,nan,0,5,2
345.0,nan,0,5,2
337.0,nan,0,5,2
368.0,nan,1,5,2
376.0,nan,0,5,2
362.0,41.109608,1,5,2
337.0,24.194859,0,5,2
306.0,24.194859,0,5,2
304.0,16.46324,1,5,2
368.0,13.597429,1,5,2
304.0,12.142855,1,2,2
323.0,12.142855,1,5,2
306.0,12.142855,0,5,2
362.0,12.142855,1,5,2
335.0,12.142855,1,5,2
312.0,12.142855,1,5,2
382.0,12.142855,1,2,2
337.0,12.142855,0,5,2
304.0,12.142855,1,2,2
362.0,12.142855,1,5,2
337.0,12.142855,0,5,2
368.0,18.132921,1,5,2
382.0,23.107191,1,5,2
362.0,20.669487,0,5,2
335.0,20.669487,0,5,2
312.0,19.268684,1,5,2
323.0,19.268684,1,5,2
323.0,19.268684,0,5,2
362.0,19.268684,1,5,2
338.0,17.841816,1,5,2
337.0,17.841816,0,5,2
368.0,17.841816,1,5,2
383.0,17.841816,1,5,2
312.0,17.841816,0,5,2
381.0,17.841816,0,5,2
342.5,17.841816,0,5,2
306.0,17.841816,0,5,2
337.0,17.841816,1,5,2
376.0,17.841816,0,5,2
304.0,17.038013,0,5,2
331.0,17.038013,0,5,2
304.0,17.038013,0,5,2
335.0,17.038013,1,5,2
312.0,17.038013,0,5,2
370.0,17.038013,1,5,2
325.0,17.038013,0,5,2
337.0,17.038013,1,5,2
370.0,17.038013,1,5,2
376.0,17.038013,1,5,2
368.0,17.038013,1,5,2
306.0,17.038013,1,5,2
399.0,17.038013,1,5,2
370.0,17.038013,0,5,2
331.0,17.038013,0,5,2
399.0,17.038013,0,5,2
323.0,17.038013,1,5,2
376.0,17.038013,0,5,2
399.0,17.038013,1,5,2
399.0,17.038013,0,5,2
335.0,17.038013,1,5,2
312.0,17.038013,1,5,2
323.0,17.038013,1,5,2
399.0,17.038013,0,5,2
399.0,17.038013,1,5,2
393.0,17.038013,1,5,2
323.0,17.038013,0,5,2
393.5,17.038013,1,5,2
376.0,17.038013,1,5,2
304.0,17.038013,0,5,2
337.0,17.038013,1,5,2
356.0,17.038013,0,5,2
337.0,17.038013,1,5,2
310.0,17.038013,1,5,2
304.0,17.038013,1,5,2
368.0,17.038013,1,5,2
310.0,17.038013,1,5,2
368.0,17.038013,0,2,2
312.0,17.038013,1,5,2
374.0,17.038013,0,5,2
335.0,17.038013,0,5,2
368.0,17.038013,1,5,2
388.0,17.038013,0,5,2
399.0,17.038013,1,5,2
311.5,17.038013,1,5,2
370.0,17.038013,1,5,2
323.0,17.038013,1,5,2
376.0,17.038013,0,5,2
306.0,17.038013,1,5,2
306.0,17.038013,0,5,2
380.0,17.038013,1,5,2
310.0,17.038013,1,5,2
393.0,17.038013,0,5,2
383.0,17.038013,1,5,2
317.5,17.038013,0,5,2
335.0,17.038013,1,5,2
323.0,17.038013,1,5,2
337.0,17.038013,1,5,2
310.0,17.038013,0,5,2
370.0,17.038013,1,5,2
306.0,17.59899,0,5,2
323.0,17.59899,0,5,2
317.0,17.59899,1,5,2
335.0,17.59899,1,5,2
351.0,17.59899,0,5,2
335.0,17.59899,1,5,2
338.0,17.59899,0,5,2
321.0,17.59899,1,5,2
306.0,17.59899,0,5,2
362.0,17.59899,1,2,2
304.0,17.59899,1,2,2
337.0,17.59899,0,2,2
337.0,17.59899,1,2,2
335.0,17.59899,1,5,2
357.0,17.59899,0,5,2
334.5,17.59899,1,5,2
312.0,17.59899,0,5,2
304.0,17.59899,0,5,2
376.0,17.59899,0,5,2
370.0,17.59899,1,5,2
323.0,17.59899,1,5,2
323.0,17.59899,0,5,2
395.0,17.59899,1,5,2
335.0,17.59899,0,5,2
323.0,17.12228,0,2,2
306.0,17.12228,1,5,2
335.0,17.12228,1,2,2
399.0,17.12228,0,5,2
380.0,17.12228,1,5,2
317.0,17.12228,0,5,2
337.0,17.12228,0,2,2
317.5,17.12228,0,2,2
337.0,17.12228,0,5,2
380.0,17.12228,1,2,2
335.0,17.12228,0,2,2
337.0,17.12228,0,2,2
306.0,17.12228,0,2,2
304.0,17.12228,0,5,2
375.5,17.12228,0,5,2
335.0,17.12228,0,5,2
383.0,17.12228,0,5,2
317.0,17.12228,0,5,2
348.0,17.12228,0,5,2
342.5,17.12228,0,5,2
370.0,17.12228,1,5,2
370.0,17.12228,1,2,2
337.0,17.12228,1,5,2
312.0,17.12228,1,5,2
306.0,17.12228,1,5,2
368.0,17.12228,1,5,2
399.0,17.12228,1,2,2
335.0,17.12228,1,2,2
335.0,17.12228,0,2,2
375.5,16.356625,0,2,2
337.0,16.356625,1,2,2
337.0,16.356625,1,5,2
348.0,16.356625,1,5,2
399.0,18.503912,1,5,2
399.0,18.775126,0,2,2
335.0,19.52253,1,5,2
335.0,19.480858,0,5,2
348.0,21.357698,1,5,2
399.0,21.014389,0,5,2
304.0,20.835659,1,5,2
399.0,20.235672,0,5,2
368.0,19.771595,0,5,2
371.0,19.416767,0,5,2
310.0,19.053658,0,5,2
335.0,18.573154,1,5,2
304.0,18.096518,1,5,2
399.0,17.968008,1,5,2
381.0,17.838282,0,5,2
310.0,17.560377,0,5,2
335.0,17.311764,0,5,2
370.0,16.944063,1,5,2
399.0,16.638803,0,5,2
335.0,16.27511,1,5,2
399.0,16.156252,0,5,2
304.0,16.042675,0,5,2
381.5,16.042675,0,5,2
310.0,16.042675,0,2,2
317.5,16.042675,0,5,2
399.0,16.063488,1,5,2
332.0,15.964301,1,5,2
312.0,17.874638,0,5,2
384.0,17.617146,1,5,2
335.0,19.724651,1,5,2
348.0,19.431334,1,5,2
337.0,19.106894,0,5,2
304.0,18.819832,0,5,2
331.0,18.606218,0,5,2
399.0,18.453426,1,5,2
337.0,18.224157,1,5,2
335.0,17.948502,1,5,2
399.0,17.644289,0,5,2
304.0,17.534307,1,5,2
383.0,17.411613,0,5,2
306.0,17.411613,1,5,2
317.5,17.14691,1,5,2
311.5,16.91023,1,5,2
335.0,16.646008,1,5,2
312.0,16.4053,1,5,2
383.0,16.178162,1,5,2
381.5,15.951622,0,5,2
323.0,15.737836,0,5,2
304.0,15.555581,0,5,2
306.0,15.420255,1,5,2
304.0,16.80457,1,5,2
399.0,16.617687,0,5,2
356.0,18.03183,1,5,2
304.0,17.818071,0,5,2
382.0,17.60223,0,5,2
304.0,17.391996,0,5,2
351.0,17.181843,1,5,2
337.0,18.254187,1,5,2
362.0,18.056433,0,5,2
306.5,19.25218,1,5,2
320.0,19.058325,1,5,2
312.0,18.858059,1,5,2
321.0,18.662508,0,2,2
382.0,18.662508,1,2,2
331.0,18.550797,0,2,2
379.5,18.441654,0,2,2
306.0,18.243456,1,2,2
304.0,18.103989,0,5,2
310.0,17.913944,1,5,2
387.5,17.739065,0,5,2
368.0,17.739065,0,2,2
350.5,17.619165,1,2,2
304.0,17.521584,1,2,2
370.0,17.521584,0,2,2
317.5,17.44625,0,2,2
390.0,17.44625,1,5,2
335.0,17.44625,1,2,2
304.0,17.283657,1,5,2
393.0,17.283657,1,2,2
348.0,17.283657,0,2,2
306.0,17.283657,1,5,2
317.5,17.283657,1,5,2
306.5,17.166119,0,5,2
343.5,17.166119,1,5,2
368.0,17.104408,0,5,2
381.0,16.991098,1,5,2
306.5,16.833755,1,5,2
384.5,16.833755,1,5,2
311.5,16.785835,1,5,2
335.0,16.785835,0,5,2
375.5,16.728998,1,5,2
335.0,16.578854,1,5,2
317.0,16.578854,0,5,2
342.5,16.448595,1,5,2
359.0,16.448595,1,5,2
368.5,16.448595,0,5,2
323.0,16.448595,0,5,2
323.0,16.36736,1,5,2
372.0,16.262768,0,5,2
323.0,16.118778,0,5,2
312.0,16.001833,1,5,2
323.0,15.909224,0,5,2
324.0,15.909224,1,5,2
342.5,15.821291,1,5,2
306.0,15.714944,0,5,2
304.0,15.591386,1,5,2
376.0,16.398525,0,5,2
399.0,16.145075,1,5,2
317.5,15.8967495,0,5,2
376.0,15.786,0,5,2
376.0,16.62817,0,5,2
368.0,16.506268,0,5,2
381.5,16.393229,0,5,2
319.0,16.28204,1,5,2
356.0,16.161163,0,5,2
387.0,16.161163,0,5,2
380.0,16.161163,1,5,2
306.0,16.09585,1,5,2
323.0,16.031582,1,5,2
399.0,nan,0,2,3
381.0,nan,1,5,3
323.0,4.472136,0,5,3
387.0,5.59017,1,5,3
323.0,9.111945,1,5,3
323.0,10.957064,1,5,3
338.0,10.107291,0,5,3
393.0,9.856463,1,5,3
375.5,10.94329,0,5,3
389.5,13.202534,1,5,3
323.0,23.984474,0,5,3
366.0,22.440432,0,5,3
362.0,34.621597,1,5,3
362.0,32.308346,1,2,3
323.0,37.0958,0,5,3
362.0,34.964813,0,5,3
306.0,33.280094,0,5,3
339.0,31.631508,1,5,3
387.5,30.229849,0,5,3
323.0,29.148474,0,5,3
345.0,27.827793,0,5,3
341.5,26.744713,0,5,3
323.0,25.712334,0,5,3
312.0,24.883942,0,5,3
331.5,24.208584,0,5,3
309.0,23.436066,1,5,3
396.0,22.720772,0,5,3
393.0,21.945028,0,5,3
383.0,21.188305,0,5,3
383.0,20.529167,1,5,3
331.0,19.995968,0,5,3
321.0,19.650602,0,5,3
389.5,19.425024,1,5,3
376.5,19.012089,1,5,3
331.0,18.732302,0,5,3
324.0,18.398298,0,5,3
335.0,18.01888,0,2,3
306.0,17.919477,1,5,3
383.0,17.773565,0,5,3
352.5,17.712364,1,1,3
306.5,17.533453,0,1,3
335.0,19.49238,1,1,3
343.0,19.12949,0,2,3
351.5,23.29492,1,1,3
372.5,22.875488,1,2,3
350.0,24.022799,0,1,3
312.0,23.64011,1,5,3
366.0,22.827776,1,5,3
335.0,22.102142,1,5,3
335.0,21.802105,0,5,3
304.0,21.546896,1,5,3
306.0,21.280523,0,5,3
344.5,20.994566,0,2,3
321.0,20.765146,1,5,3
380.0,20.59471,1,5,3
335.0,20.318003,1,5,3
366.0,20.01616,1,1,3
338.0,19.756868,0,5,3
389.5,21.033342,1,5,3
383.0,20.768145,1,5,3
306.0,20.768145,0,5,3
331.0,20.768145,1,5,3
323.0,20.768145,1,5,3
